<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
050623;000000;25.2350000;25.4450000;24.7350000;24.9150000;21333300
060623;000000;24.8850000;25.2400000;24.7500000;25.1500000;17476800
070623;000000;25.1750000;25.2900000;25.0000000;25.1400000;9503100
080623;000000;25.1250000;25.4750000;25.0500000;25.4550000;19480100
090623;000000;25.8750000;26.1000000;25.4550000;25.4950000;39227600
130623;000000;25.5500000;26.0650000;25.5500000;25.9950000;20693600
140623;000000;26.0750000;26.3600000;25.7550000;25.9050000;29732000
150623;000000;25.8700000;26.9000000;25.8200000;26.7600000;62666400
160623;000000;26.8100000;26.8700000;26.4650000;26.6550000;18403400
190623;000000;26.6650000;27.4000000;26.4700000;27.2500000;39442000
200623;000000;27.2800000;27.6500000;27.1200000;27.3900000;38169200
210623;000000;27.4000000;27.4600000;27.1850000;27.3300000;15762200
220623;000000;27.3050000;27.4400000;26.7400000;27.0000000;25295500
230623;000000;26.9500000;27.0800000;25.5700000;25.9550000;41202700
260623;000000;26.3950000;26.9850000;25.9300000;26.5200000;57070400
270623;000000;26.5500000;27.5500000;26.2900000;27.2500000;44569900
280623;000000;27.3400000;28.2300000;27.1050000;27.9600000;81425800
290623;000000;28.0250000;28.6900000;27.9050000;28.5500000;54849700
300623;000000;28.6900000;28.8900000;28.2550000;28.4400000;36845000
030723;000000;28.4100000;28.5100000;27.7300000;27.9450000;23568500
040723;000000;27.8300000;28.4850000;27.4550000;27.8800000;39963300
050723;000000;27.9550000;28.3600000;27.8800000;28.2800000;19702500
060723;000000;28.3150000;28.5600000;27.8050000;28.1000000;27825100
070723;000000;28.1100000;28.2000000;27.9150000;28.1250000;8584900
100723;000000;28.3400000;28.3500000;28.0600000;28.2500000;15302000
110723;000000;28.2300000;28.3800000;28.1000000;28.3550000;14590600
120723;000000;28.3900000;29.1500000;28.3650000;28.9350000;36496900
130723;000000;29.0100000;29.4700000;28.5550000;28.7900000;33075100
140723;000000;28.7500000;29.1400000;28.5500000;29.0950000;17510600
170723;000000;28.7800000;29.1650000;28.5100000;29.0000000;28066400
180723;000000;29.0050000;29.8700000;28.8600000;29.8550000;53000700
190723;000000;29.1850000;29.4900000;29.1050000;29.2100000;30315200
200723;000000;29.2100000;29.2300000;28.3250000;28.3550000;26507400
