<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
071123;000000;17784.0000000;17814.0000000;17600.0000000;17690.0000000;92098
081123;000000;17690.0000000;17744.0000000;17412.0000000;17460.0000000;155635
091123;000000;17460.0000000;17494.0000000;17290.0000000;17412.0000000;97096
101123;000000;17402.0000000;17410.0000000;17262.0000000;17344.0000000;97201
131123;000000;17346.0000000;17570.0000000;17294.0000000;17410.0000000;93392
141123;000000;17398.0000000;17436.0000000;17112.0000000;17178.0000000;111299
151123;000000;17178.0000000;17210.0000000;16908.0000000;17136.0000000;112124
161123;000000;17106.0000000;17240.0000000;16984.0000000;17008.0000000;66878
171123;000000;16990.0000000;17236.0000000;16850.0000000;17168.0000000;80126
201123;000000;17160.0000000;17334.0000000;17012.0000000;17098.0000000;49850
211123;000000;17068.0000000;17250.0000000;17016.0000000;17250.0000000;58422
221123;000000;17282.0000000;17436.0000000;17150.0000000;17218.0000000;68627
231123;000000;17218.0000000;17386.0000000;17168.0000000;17304.0000000;61762
241123;000000;17348.0000000;17400.0000000;17050.0000000;17096.0000000;69617
271123;000000;17090.0000000;17240.0000000;17024.0000000;17052.0000000;63944
281123;000000;17082.0000000;17112.0000000;16876.0000000;17056.0000000;77395
291123;000000;17072.0000000;17072.0000000;16910.0000000;16922.0000000;46446
301123;000000;16922.0000000;16950.0000000;16680.0000000;16736.0000000;78087
011223;000000;16734.0000000;16846.0000000;16616.0000000;16646.0000000;62309
041223;000000;16644.0000000;16824.0000000;16610.0000000;16668.0000000;72327
051223;000000;16720.0000000;16860.0000000;16676.0000000;16804.0000000;69603
061223;000000;16820.0000000;16890.0000000;16404.0000000;16412.0000000;91117
071223;000000;16474.0000000;16968.0000000;16384.0000000;16912.0000000;127883
081223;000000;16940.0000000;17240.0000000;16750.0000000;16776.0000000;88922
111223;000000;16822.0000000;16830.0000000;16600.0000000;16660.0000000;59631
121223;000000;16660.0000000;16798.0000000;16420.0000000;16478.0000000;85821
131223;000000;16418.0000000;16720.0000000;16344.0000000;16600.0000000;75179
141223;000000;16650.0000000;16756.0000000;16582.0000000;16646.0000000;56285
151223;000000;16666.0000000;16998.0000000;16660.0000000;16988.0000000;124452
181223;000000;17006.0000000;17246.0000000;16954.0000000;17150.0000000;117934
191223;000000;17190.0000000;17234.0000000;17030.0000000;17202.0000000;75507
201223;000000;17196.0000000;17346.0000000;17060.0000000;17114.0000000;120000
211223;000000;17116.0000000;17128.0000000;16900.0000000;17082.0000000;115953
221223;000000;17084.0000000;17150.0000000;17008.0000000;17122.0000000;110655
251223;000000;17100.0000000;17186.0000000;16920.0000000;17130.0000000;221862
261223;000000;16360.0000000;16434.0000000;16290.0000000;16360.0000000;231734
271223;000000;16390.0000000;16416.0000000;16282.0000000;16310.0000000;101411
281223;000000;16312.0000000;16320.0000000;16152.0000000;16156.0000000;76293
291223;000000;16156.0000000;16240.0000000;16150.0000000;16172.0000000;43609
