<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
181223;000000;268.9000000;270.4400000;266.5400000;268.4000000;51515190
191223;000000;268.3500000;269.7100000;265.0000000;267.3500000;38229660
201223;000000;267.5200000;269.1000000;266.2000000;266.6100000;30929220
211223;000000;266.5500000;266.8700000;263.5000000;265.1900000;33214370
221223;000000;266.0700000;271.9000000;265.3700000;271.3000000;58687300
251223;000000;271.7500000;273.8500000;270.0500000;271.0800000;37827910
261223;000000;271.0000000;272.8900000;270.0000000;271.9000000;22575240
271223;000000;271.9000000;272.5900000;270.8500000;271.0800000;17191450
281223;000000;270.9900000;272.4800000;268.5200000;271.7400000;29416450
291223;000000;272.0800000;272.5900000;270.5500000;270.8200000;20792860
